ground,date,winner,host_country,home_team,away_team,neutral
Dambulla,"Oct 4, 2007",England,Sri Lanka,Sri Lanka,England,False
Hyderabad,"Oct 5, 2007",Australia,India,India,Australia,False
Dambulla,"Oct 7, 2007",England,Sri Lanka,Sri Lanka,England,False
Chandigarh,"Oct 8, 2007",India,India,India,Australia,False
Colombo,"Oct 10, 2007",England,Sri Lanka,Sri Lanka,England,False
Vadodara,"Oct 11, 2007",Australia,India,India,Australia,False
Colombo,"Oct 13, 2007",Sri Lanka,Sri Lanka,Sri Lanka,England,False
Nagpur,"Oct 14, 2007",Australia,India,India,Australia,False
Mumbai,"Oct 17, 2007",India,India,India,Australia,False
Lahore,"Oct 18, 2007",South Africa,Pakistan,Pakistan,South Africa,False
Nairobi,"Oct 18, 2007",Kenya,Kenya,Kenya,Canada,False
Lahore,"Oct 20, 2007",Pakistan,Pakistan,Pakistan,South Africa,False
Nairobi,"Oct 20, 2007",Kenya,Kenya,Kenya,Canada,False
Faisalabad,"Oct 23, 2007",Pakistan,Pakistan,Pakistan,South Africa,False
Nairobi,"Oct 25, 2007",Kenya,Kenya,Kenya,Bermuda,False
Multan,"Oct 26, 2007",South Africa,Pakistan,Pakistan,South Africa,False
Nairobi,"Oct 27, 2007",Kenya,Kenya,Kenya,Bermuda,False
Nairobi,"Oct 28, 2007",Kenya,Kenya,Kenya,Bermuda,False
Lahore,"Oct 29, 2007",South Africa,Pakistan,Pakistan,South Africa,False
Guwahati,"Nov 5, 2007",India,India,India,Pakistan,False
Kanpur,"Nov 11, 2007",India,India,India,Pakistan,False
Gwalior,"Nov 15, 2007",India,India,India,Pakistan,False
Jaipur,"Nov 18, 2007",Pakistan,India,India,Pakistan,False
Durban,"Nov 25, 2007",South Africa,South Africa,South Africa,New Zealand,False
Harare,"Nov 30, 2007",Zimbabwe,Zimbabwe,Zimbabwe,West Indies,False
Port Elizabeth,"Nov 30, 2007",New Zealand,South Africa,South Africa,New Zealand,False
Harare,"Dec 2, 2007",West Indies,Zimbabwe,Zimbabwe,West Indies,False
Cape Town,"Dec 2, 2007",South Africa,South Africa,South Africa,New Zealand,False
Harare,"Dec 4, 2007",West Indies,Zimbabwe,Zimbabwe,West Indies,False
Bulawayo,"Dec 7, 2007",West Indies,Zimbabwe,Zimbabwe,West Indies,False
Adelaide,"Dec 14, 2007",Australia,Australia,Australia,New Zealand,False
Hobart,"Dec 20, 2007",Australia,Australia,Australia,New Zealand,False
Auckland,"Dec 26, 2007",New Zealand,New Zealand,New Zealand,Bangladesh,False
Napier,"Dec 28, 2007",New Zealand,New Zealand,New Zealand,Bangladesh,False
Queenstown,"Dec 31, 2007",New Zealand,New Zealand,New Zealand,Bangladesh,False
Centurion,"Jan 20, 2008",South Africa,South Africa,South Africa,West Indies,False
Karachi,"Jan 21, 2008",Pakistan,Pakistan,Pakistan,Zimbabwe,False
Hyderabad,"Jan 24, 2008",Pakistan,India,Pakistan,Zimbabwe,True
Cape Town,"Jan 25, 2008",South Africa,South Africa,South Africa,West Indies,False
Multan,"Jan 27, 2008",Pakistan,Pakistan,Pakistan,Zimbabwe,False
Port Elizabeth,"Jan 27, 2008",South Africa,South Africa,South Africa,West Indies,False
Faisalabad,"Jan 30, 2008",Pakistan,Pakistan,Pakistan,Zimbabwe,False
Durban,"Feb 1, 2008",South Africa,South Africa,South Africa,West Indies,False
Sheikhupura,"Feb 2, 2008",Pakistan,Pakistan,Pakistan,Zimbabwe,False
Johannesburg,"Feb 3, 2008",South Africa,South Africa,South Africa,West Indies,False
Sydney,"Feb 8, 2008",Australia,Australia,Australia,Sri Lanka,False
Wellington,"Feb 9, 2008",New Zealand,New Zealand,New Zealand,England,False
Melbourne,"Feb 10, 2008",India,Australia,Australia,India,False
Canberra,"Feb 12, 2008",Sri Lanka,Australia,India,Sri Lanka,True
Hamilton,"Feb 12, 2008",New Zealand,New Zealand,New Zealand,England,False
Auckland,"Feb 15, 2008",England,New Zealand,New Zealand,England,False
Perth,"Feb 15, 2008",Australia,Australia,Australia,Sri Lanka,False
Adelaide,"Feb 17, 2008",Australia,Australia,Australia,India,False
Adelaide,"Feb 19, 2008",India,Australia,India,Sri Lanka,True
Melbourne,"Feb 22, 2008",Australia,Australia,Australia,Sri Lanka,False
Christchurch,"Feb 23, 2008",New Zealand,New Zealand,New Zealand,England,False
Sydney,"Feb 24, 2008",Australia,Australia,Australia,India,False
Hobart,"Feb 26, 2008",India,Australia,India,Sri Lanka,True
Melbourne,"Feb 29, 2008",Sri Lanka,Australia,Australia,Sri Lanka,False
Sydney,"Mar 2, 2008",India,Australia,Australia,India,False
Brisbane,"Mar 4, 2008",India,Australia,Australia,India,False
Chittagong,"Mar 9, 2008",South Africa,Bangladesh,Bangladesh,South Africa,False
Dhaka,"Mar 12, 2008",South Africa,Bangladesh,Bangladesh,South Africa,False
Dhaka,"Mar 14, 2008",South Africa,Bangladesh,Bangladesh,South Africa,False
Dhaka,"Mar 18, 2008",Bangladesh,Bangladesh,Bangladesh,Ireland,False
Dhaka,"Mar 20, 2008",Bangladesh,Bangladesh,Bangladesh,Ireland,False
Dhaka,"Mar 22, 2008",Bangladesh,Bangladesh,Bangladesh,Ireland,False
Lahore,"Apr 8, 2008",Pakistan,Pakistan,Pakistan,Bangladesh,False
Port of Spain,"Apr 10, 2008",West Indies,West Indies,West Indies,Sri Lanka,False
Faisalabad,"Apr 11, 2008",Pakistan,Pakistan,Pakistan,Bangladesh,False
Port of Spain,"Apr 12, 2008",West Indies,West Indies,West Indies,Sri Lanka,False
Lahore,"Apr 13, 2008",Pakistan,Pakistan,Pakistan,Bangladesh,False
Multan,"Apr 16, 2008",Pakistan,Pakistan,Pakistan,Bangladesh,False
Karachi,"Apr 19, 2008",Pakistan,Pakistan,Pakistan,Bangladesh,False
Dhaka,"Jun 8, 2008",Pakistan,Bangladesh,Bangladesh,Pakistan,False
Dhaka,"Jun 10, 2008",India,Bangladesh,India,Pakistan,True
Dhaka,"Jun 12, 2008",India,Bangladesh,Bangladesh,India,False
Dhaka,"Jun 14, 2008",Pakistan,Bangladesh,India,Pakistan,True
Chester,"Jun 15, 2008",England,England,England,New Zealand,False
Bristol,"Jun 21, 2008",New Zealand,England,England,New Zealand,False
Lahore,"Jun 24, 2008",Bangladesh,Pakistan,Bangladesh,U.A.E.,True
Karachi,"Jun 24, 2008",Pakistan,Pakistan,Pakistan,Hong Kong,False
Kingstown,"Jun 24, 2008",Australia,West Indies,West Indies,Australia,False
Lahore,"Jun 25, 2008",Sri Lanka,Pakistan,Bangladesh,Sri Lanka,True
Karachi,"Jun 25, 2008",India,Pakistan,Hong Kong,India,True
The Oval,"Jun 25, 2008",New Zealand,England,England,New Zealand,False
Karachi,"Jun 26, 2008",India,Pakistan,Pakistan,India,False
Lahore,"Jun 26, 2008",Sri Lanka,Pakistan,Sri Lanka,U.A.E.,True
St George's,"Jun 27, 2008",Australia,West Indies,West Indies,Australia,False
Lord's,"Jun 28, 2008",New Zealand,England,England,New Zealand,False
Karachi,"Jun 28, 2008",India,Pakistan,Bangladesh,India,True
King City,"Jun 28, 2008",Bermuda,Canada,Canada,Bermuda,False
Karachi,"Jun 29, 2008",Sri Lanka,Pakistan,Pakistan,Sri Lanka,False
St George's,"Jun 29, 2008",Australia,West Indies,West Indies,Australia,False
King City,"Jun 29, 2008",Bermuda,Canada,Canada,Bermuda,False
Karachi,"Jun 30, 2008",Sri Lanka,Pakistan,Bangladesh,Sri Lanka,True
Aberdeen,"Jul 1, 2008",New Zealand,Scotland,Ireland,New Zealand,True
King City,"Jul 1, 2008",Canada,Canada,Canada,Bermuda,False
Aberdeen,"Jul 2, 2008",Scotland,Scotland,Scotland,Ireland,False
Karachi,"Jul 2, 2008",Pakistan,Pakistan,Pakistan,India,False
Aberdeen,"Jul 3, 2008",New Zealand,Scotland,Scotland,New Zealand,False
Karachi,"Jul 3, 2008",India,Pakistan,India,Sri Lanka,True
Karachi,"Jul 4, 2008",Pakistan,Pakistan,Pakistan,Bangladesh,False
Basseterre,"Jul 4, 2008",Australia,West Indies,West Indies,Australia,False
Karachi,"Jul 6, 2008",Sri Lanka,Pakistan,India,Sri Lanka,True
Basseterre,"Jul 6, 2008",Australia,West Indies,West Indies,Australia,False
Dublin,"Jul 28, 2008",Ireland,Ireland,Ireland,Netherlands,False
Dublin,"Jul 29, 2008",Scotland,Ireland,Netherlands,Scotland,True
Dublin,"Jul 31, 2008",Ireland,Ireland,Ireland,Scotland,False
Amstelveen,"Aug 8, 2008",Netherlands,Netherlands,Netherlands,Bermuda,False
Dambulla,"Aug 18, 2008",Sri Lanka,Sri Lanka,Sri Lanka,India,False
King City,"Aug 18, 2008",Canada,Canada,Canada,Bermuda,False
Dambulla,"Aug 20, 2008",India,Sri Lanka,Sri Lanka,India,False
King City,"Aug 20, 2008",West Indies,Canada,Bermuda,West Indies,True
Rotterdam,"Aug 21, 2008",Netherlands,Netherlands,Netherlands,Kenya,False
Leeds,"Aug 22, 2008",England,England,England,South Africa,False
King City,"Aug 22, 2008",West Indies,Canada,Canada,West Indies,False
Colombo,"Aug 24, 2008",India,Sri Lanka,Sri Lanka,India,False
Belfast,"Aug 24, 2008",Ireland,Ireland,Ireland,Kenya,False
King City,"Aug 24, 2008",West Indies,Canada,Canada,West Indies,False
Nottingham,"Aug 26, 2008",England,England,England,South Africa,False
Colombo,"Aug 27, 2008",India,Sri Lanka,Sri Lanka,India,False
Colombo,"Aug 29, 2008",Sri Lanka,Sri Lanka,Sri Lanka,India,False
The Oval,"Aug 29, 2008",England,England,England,South Africa,False
Darwin,"Aug 30, 2008",Australia,Australia,Australia,Bangladesh,False
Lord's,"Aug 31, 2008",England,England,England,South Africa,False
Darwin,"Sep 3, 2008",Australia,Australia,Australia,Bangladesh,False
Darwin,"Sep 6, 2008",Australia,Australia,Australia,Bangladesh,False
Dhaka,"Oct 9, 2008",Bangladesh,Bangladesh,Bangladesh,New Zealand,False
Dhaka,"Oct 11, 2008",New Zealand,Bangladesh,Bangladesh,New Zealand,False
Chittagong,"Oct 14, 2008",New Zealand,Bangladesh,Bangladesh,New Zealand,False
Nairobi,"Oct 17, 2008",Zimbabwe,Kenya,Ireland,Zimbabwe,True
Nairobi,"Oct 18, 2008",Ireland,Kenya,Kenya,Ireland,False
Nairobi,"Oct 19, 2008",Kenya,Kenya,Kenya,Zimbabwe,False
Bloemfontein,"Oct 31, 2008",South Africa,South Africa,South Africa,Kenya,False
Kimberley,"Nov 2, 2008",South Africa,South Africa,South Africa,Kenya,False
Potchefstroom,"Nov 7, 2008",South Africa,South Africa,South Africa,Bangladesh,False
Benoni,"Nov 9, 2008",South Africa,South Africa,South Africa,Bangladesh,False
Abu Dhabi,"Nov 12, 2008",Pakistan,U.A.E.,Pakistan,West Indies,True
Rajkot,"Nov 14, 2008",India,India,India,England,False
Abu Dhabi,"Nov 14, 2008",Pakistan,U.A.E.,Pakistan,West Indies,True
Abu Dhabi,"Nov 16, 2008",Pakistan,U.A.E.,Pakistan,West Indies,True
Indore,"Nov 17, 2008",India,India,India,England,False
Kanpur,"Nov 20, 2008",India,India,India,England,False
Harare,"Nov 20, 2008",Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,False
Harare,"Nov 22, 2008",Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,False
Bengaluru,"Nov 23, 2008",India,India,India,England,False
Harare,"Nov 24, 2008",Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,False
Cuttack,"Nov 26, 2008",India,India,India,England,False
Harare,"Nov 28, 2008",Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,False
Harare,"Nov 30, 2008",Sri Lanka,Zimbabwe,Zimbabwe,Sri Lanka,False
Christchurch,"Jan 3, 2009",West Indies,New Zealand,New Zealand,West Indies,False
Wellington,"Jan 7, 2009",New Zealand,New Zealand,New Zealand,West Indies,False
Dhaka,"Jan 10, 2009",Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,False
Dhaka,"Jan 12, 2009",Sri Lanka,Bangladesh,Sri Lanka,Zimbabwe,True
Napier,"Jan 13, 2009",New Zealand,New Zealand,New Zealand,West Indies,False
Dhaka,"Jan 14, 2009",Bangladesh,Bangladesh,Bangladesh,Sri Lanka,False
Dhaka,"Jan 16, 2009",Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,False
Melbourne,"Jan 16, 2009",South Africa,Australia,Australia,South Africa,False
Hobart,"Jan 18, 2009",Australia,Australia,Australia,South Africa,False
Dhaka,"Jan 19, 2009",Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,False
Karachi,"Jan 20, 2009",Pakistan,Pakistan,Pakistan,Sri Lanka,False
Dhaka,"Jan 21, 2009",Bangladesh,Bangladesh,Bangladesh,Zimbabwe,False
Karachi,"Jan 21, 2009",Sri Lanka,Pakistan,Pakistan,Sri Lanka,False
Dhaka,"Jan 23, 2009",Bangladesh,Bangladesh,Bangladesh,Zimbabwe,False
Sydney,"Jan 23, 2009",South Africa,Australia,Australia,South Africa,False
Lahore,"Jan 24, 2009",Sri Lanka,Pakistan,Pakistan,Sri Lanka,False
Adelaide,"Jan 26, 2009",South Africa,Australia,Australia,South Africa,False
Mombasa,"Jan 27, 2009",Zimbabwe,Kenya,Kenya,Zimbabwe,False
Dambulla,"Jan 28, 2009",India,Sri Lanka,Sri Lanka,India,False
Mombasa,"Jan 29, 2009",Zimbabwe,Kenya,Kenya,Zimbabwe,False
Perth,"Jan 30, 2009",South Africa,Australia,Australia,South Africa,False
Nairobi,"Jan 31, 2009",Zimbabwe,Kenya,Kenya,Zimbabwe,False
Colombo,"Jan 31, 2009",India,Sri Lanka,Sri Lanka,India,False
Perth,"Feb 1, 2009",New Zealand,Australia,Australia,New Zealand,False
Nairobi,"Feb 1, 2009",Zimbabwe,Kenya,Kenya,Zimbabwe,False
Colombo,"Feb 3, 2009",India,Sri Lanka,Sri Lanka,India,False
Nairobi,"Feb 4, 2009",Zimbabwe,Kenya,Kenya,Zimbabwe,False
Colombo,"Feb 5, 2009",India,Sri Lanka,Sri Lanka,India,False
Melbourne,"Feb 6, 2009",New Zealand,Australia,Australia,New Zealand,False
Sydney,"Feb 8, 2009",Australia,Australia,Australia,New Zealand,False
Colombo,"Feb 8, 2009",Sri Lanka,Sri Lanka,Sri Lanka,India,False
Adelaide,"Feb 10, 2009",Australia,Australia,Australia,New Zealand,False
Napier,"Mar 3, 2009",India,New Zealand,New Zealand,India,False
Christchurch,"Mar 8, 2009",India,New Zealand,New Zealand,India,False
Hamilton,"Mar 11, 2009",India,New Zealand,New Zealand,India,False
Auckland,"Mar 14, 2009",New Zealand,New Zealand,New Zealand,India,False
Providence,"Mar 20, 2009",England,West Indies,West Indies,England,False
Providence,"Mar 22, 2009",West Indies,West Indies,West Indies,England,False
Bridgetown,"Mar 27, 2009",West Indies,West Indies,West Indies,England,False
Bridgetown,"Mar 29, 2009",England,West Indies,West Indies,England,False
Benoni,"Apr 1, 2009",Ireland,South Africa,Ireland,Scotland,True
Potchefstroom,"Apr 1, 2009",Netherlands,South Africa,Kenya,Netherlands,True
Durban,"Apr 3, 2009",Australia,South Africa,South Africa,Australia,False
Gros Islet,"Apr 3, 2009",England,West Indies,West Indies,England,False
Centurion,"Apr 5, 2009",South Africa,South Africa,South Africa,Australia,False
Potchefstroom,"Apr 6, 2009",Kenya,South Africa,Bermuda,Kenya,True
Benoni,"Apr 6, 2009",Ireland,South Africa,Canada,Ireland,True
Potchefstroom,"Apr 8, 2009",Netherlands,South Africa,Bermuda,Netherlands,True
Benoni,"Apr 8, 2009",Canada,South Africa,Canada,Scotland,True
Cape Town,"Apr 9, 2009",South Africa,South Africa,South Africa,Australia,False
Port Elizabeth,"Apr 13, 2009",South Africa,South Africa,South Africa,Australia,False
Johannesburg,"Apr 17, 2009",Australia,South Africa,South Africa,Australia,False
Benoni,"Apr 19, 2009",Afghanistan,South Africa,Afghanistan,Scotland,True
Centurion,"Apr 19, 2009",Ireland,South Africa,Canada,Ireland,True
Potchefstroom,"Apr 19, 2009",Netherlands,South Africa,Kenya,Netherlands,True
Dubai,"Apr 22, 2009",Pakistan,U.A.E.,Australia,Pakistan,True
Dubai,"Apr 24, 2009",Australia,U.A.E.,Australia,Pakistan,True
Abu Dhabi,"Apr 27, 2009",Australia,U.A.E.,Australia,Pakistan,True
Abu Dhabi,"May 1, 2009",Australia,U.A.E.,Australia,Pakistan,True
Abu Dhabi,"May 3, 2009",Pakistan,U.A.E.,Australia,Pakistan,True
Bristol,"May 24, 2009",England,England,England,West Indies,False
Birmingham,"May 26, 2009",England,England,England,West Indies,False
Kingston,"Jun 26, 2009",India,West Indies,West Indies,India,False
Kingston,"Jun 28, 2009",West Indies,West Indies,West Indies,India,False
Gros Islet,"Jul 3, 2009",India,West Indies,West Indies,India,False
Aberdeen,"Jul 7, 2009",Canada,Scotland,Scotland,Canada,False
Aberdeen,"Jul 8, 2009",Scotland,Scotland,Scotland,Canada,False
Dublin,"Jul 9, 2009",Ireland,Ireland,Ireland,Kenya,False
Amstelveen,"Jul 11, 2009",Netherlands,Netherlands,Netherlands,Canada,False
Dublin,"Jul 11, 2009",Ireland,Ireland,Ireland,Kenya,False
Dublin,"Jul 12, 2009",Ireland,Ireland,Ireland,Kenya,False
Roseau,"Jul 26, 2009",Bangladesh,West Indies,West Indies,Bangladesh,False
Roseau,"Jul 28, 2009",Bangladesh,West Indies,West Indies,Bangladesh,False
Dambulla,"Jul 30, 2009",Sri Lanka,Sri Lanka,Sri Lanka,Pakistan,False
Basseterre,"Jul 31, 2009",Bangladesh,West Indies,West Indies,Bangladesh,False
Dambulla,"Aug 1, 2009",Sri Lanka,Sri Lanka,Sri Lanka,Pakistan,False
Dambulla,"Aug 3, 2009",Sri Lanka,Sri Lanka,Sri Lanka,Pakistan,False
Colombo,"Aug 7, 2009",Pakistan,Sri Lanka,Sri Lanka,Pakistan,False
Bulawayo,"Aug 9, 2009",Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,False
Colombo,"Aug 9, 2009",Pakistan,Sri Lanka,Sri Lanka,Pakistan,False
Bulawayo,"Aug 11, 2009",Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,False
Bulawayo,"Aug 14, 2009",Zimbabwe,Zimbabwe,Zimbabwe,Bangladesh,False
Bulawayo,"Aug 16, 2009",Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,False
Bulawayo,"Aug 18, 2009",Bangladesh,Zimbabwe,Zimbabwe,Bangladesh,False
King City,"Aug 19, 2009",Canada,Canada,Canada,Kenya,False
Aberdeen,"Aug 22, 2009",Ireland,Scotland,Scotland,Ireland,False
Belfast,"Aug 27, 2009",England,Ireland,Ireland,England,False
Edinburgh,"Aug 28, 2009",Australia,Scotland,Scotland,Australia,False
Amstelveen,"Aug 30, 2009",Netherlands,Netherlands,Netherlands,Afghanistan,False
Amstelveen,"Sep 1, 2009",Afghanistan,Netherlands,Netherlands,Afghanistan,False
The Oval,"Sep 4, 2009",Australia,England,England,Australia,False
Lord's,"Sep 6, 2009",Australia,England,England,Australia,False
Colombo,"Sep 8, 2009",Sri Lanka,Sri Lanka,Sri Lanka,New Zealand,False
Southampton,"Sep 9, 2009",Australia,England,England,Australia,False
Colombo,"Sep 11, 2009",India,Sri Lanka,India,New Zealand,True
Colombo,"Sep 12, 2009",Sri Lanka,Sri Lanka,Sri Lanka,India,False
Lord's,"Sep 12, 2009",Australia,England,England,Australia,False
Colombo,"Sep 14, 2009",India,Sri Lanka,Sri Lanka,India,False
Nottingham,"Sep 15, 2009",Australia,England,England,Australia,False
Nottingham,"Sep 17, 2009",Australia,England,England,Australia,False
Chester,"Sep 20, 2009",England,England,England,Australia,False
Centurion,"Sep 22, 2009",Sri Lanka,South Africa,South Africa,Sri Lanka,False
Johannesburg,"Sep 23, 2009",Pakistan,South Africa,Pakistan,West Indies,True
Centurion,"Sep 24, 2009",South Africa,South Africa,South Africa,New Zealand,False
Johannesburg,"Sep 25, 2009",England,South Africa,England,Sri Lanka,True
Johannesburg,"Sep 26, 2009",Australia,South Africa,Australia,West Indies,True
Centurion,"Sep 26, 2009",Pakistan,South Africa,India,Pakistan,True
Johannesburg,"Sep 27, 2009",New Zealand,South Africa,New Zealand,Sri Lanka,True
Centurion,"Sep 27, 2009",England,South Africa,South Africa,England,False
Johannesburg,"Sep 29, 2009",New Zealand,South Africa,England,New Zealand,True
Centurion,"Sep 30, 2009",Australia,South Africa,Australia,Pakistan,True
Johannesburg,"Sep 30, 2009",India,South Africa,India,West Indies,True
Centurion,"Oct 2, 2009",Australia,South Africa,Australia,England,True
Johannesburg,"Oct 3, 2009",New Zealand,South Africa,New Zealand,Pakistan,True
Centurion,"Oct 5, 2009",Australia,South Africa,Australia,New Zealand,True
Harare,"Oct 12, 2009",Zimbabwe,Zimbabwe,Zimbabwe,Kenya,False
Harare,"Oct 13, 2009",Zimbabwe,Zimbabwe,Zimbabwe,Kenya,False
Harare,"Oct 15, 2009",Kenya,Zimbabwe,Zimbabwe,Kenya,False
Harare,"Oct 17, 2009",Zimbabwe,Zimbabwe,Zimbabwe,Kenya,False
Harare,"Oct 18, 2009",Zimbabwe,Zimbabwe,Zimbabwe,Kenya,False
Vadodara,"Oct 25, 2009",Australia,India,India,Australia,False
Dhaka,"Oct 27, 2009",Zimbabwe,Bangladesh,Bangladesh,Zimbabwe,False
Nagpur,"Oct 28, 2009",India,India,India,Australia,False
Dhaka,"Oct 29, 2009",Bangladesh,Bangladesh,Bangladesh,Zimbabwe,False
Dhaka,"Oct 31, 2009",Bangladesh,Bangladesh,Bangladesh,Zimbabwe,False
Delhi,"Oct 31, 2009",India,India,India,Australia,False
Chittagong,"Nov 3, 2009",Bangladesh,Bangladesh,Bangladesh,Zimbabwe,False
Abu Dhabi,"Nov 3, 2009",Pakistan,U.A.E.,New Zealand,Pakistan,True
Chittagong,"Nov 5, 2009",Bangladesh,Bangladesh,Bangladesh,Zimbabwe,False
Hyderabad,"Nov 5, 2009",Australia,India,India,Australia,False
Abu Dhabi,"Nov 6, 2009",New Zealand,U.A.E.,New Zealand,Pakistan,True
Guwahati,"Nov 8, 2009",Australia,India,India,Australia,False
Benoni,"Nov 8, 2009",South Africa,South Africa,South Africa,Zimbabwe,False
Abu Dhabi,"Nov 9, 2009",New Zealand,U.A.E.,New Zealand,Pakistan,True
Centurion,"Nov 10, 2009",South Africa,South Africa,South Africa,Zimbabwe,False
Centurion,"Nov 22, 2009",England,South Africa,South Africa,England,False
Cape Town,"Nov 27, 2009",South Africa,South Africa,South Africa,England,False
Port Elizabeth,"Nov 29, 2009",England,South Africa,South Africa,England,False
Rajkot,"Dec 15, 2009",India,India,India,Sri Lanka,False
Nagpur,"Dec 18, 2009",Sri Lanka,India,India,Sri Lanka,False
Cuttack,"Dec 21, 2009",India,India,India,Sri Lanka,False
Kolkata,"Dec 24, 2009",India,India,India,Sri Lanka,False
Dhaka,"Jan 4, 2010",Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,False
Dhaka,"Jan 5, 2010",Sri Lanka,Bangladesh,India,Sri Lanka,True
Dhaka,"Jan 7, 2010",India,Bangladesh,Bangladesh,India,False
Dhaka,"Jan 8, 2010",Sri Lanka,Bangladesh,Bangladesh,Sri Lanka,False
Dhaka,"Jan 10, 2010",India,Bangladesh,India,Sri Lanka,True
Dhaka,"Jan 11, 2010",India,Bangladesh,Bangladesh,India,False
Dhaka,"Jan 13, 2010",Sri Lanka,Bangladesh,India,Sri Lanka,True
Brisbane,"Jan 22, 2010",Australia,Australia,Australia,Pakistan,False
Sydney,"Jan 24, 2010",Australia,Australia,Australia,Pakistan,False
Adelaide,"Jan 26, 2010",Australia,Australia,Australia,Pakistan,False
Perth,"Jan 29, 2010",Australia,Australia,Australia,Pakistan,False
