"Agency","Agency.Type","Distribution.Channel","Product.Name","Claim","Duration","Destination","Net.Sales","Commision..in.value.","Gender","Age"
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",7,"SINGAPORE",24,0,"",36
"KML","Travel Agency","Online","Value Plan","No",37,"NETHERLANDS",58,22.04,"M",48
"RAB","Airlines","Online","Value Plan","No",2,"BRUNEI DARUSSALAM",15,6,"M",41
"SSI","Airlines","Online","Ticket Protector","No",9,"SINGAPORE",8.63,2.42,"",48
"JZI","Airlines","Online","Basic Plan","No",67,"HONG KONG",26,9.1,"F",60
"JZI","Airlines","Online","Basic Plan","No",8,"CHINA",26,9.1,"F",44
"JZI","Airlines","Online","Basic Plan","No",94,"MALAYSIA",22,7.7,"M",23
"JZI","Airlines","Online","Basic Plan","No",2,"MALAYSIA",18,6.3,"F",31
"JZI","Airlines","Online","Basic Plan","No",9,"MALAYSIA",22,7.7,"F",28
"JZI","Airlines","Online","Basic Plan","No",15,"CHINA",40,14,"M",46
"JZI","Airlines","Online","Basic Plan","No",20,"HONG KONG",35,12.25,"F",50
"JZI","Airlines","Online","Basic Plan","No",29,"CHINA",35,12.25,"F",32
"JZI","Airlines","Online","Basic Plan","No",18,"HONG KONG",26,9.1,"F",35
"ART","Airlines","Online","24 Protect","No",6,"UNITED ARAB EMIRATES",19,6.65,"F",48
"C2B","Airlines","Online","Bronze Plan","No",7,"SINGAPORE",20.25,5.06,"M",75
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",17,"THAILAND",29.7,17.82,"",36
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",20,"AUSTRALIA",29.7,17.82,"",37
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",15,"KOREA, REPUBLIC OF",79.2,47.52,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",4,"UNITED STATES",29.7,17.82,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",21,"UNITED KINGDOM",89.1,53.46,"",56
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",14,"AUSTRALIA",0,23.76,"",43
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",3,"MALAYSIA",19.8,11.88,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",33,"JAPAN",53,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",178,"TAIWAN, PROVINCE OF CHINA",45,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",2,"INDONESIA",33,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",12,"THAILAND",31,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",23,"INDONESIA",20,0,"",27
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"TAIWAN, PROVINCE OF CHINA",37,0,"",43
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"INDONESIA",20,0,"",57
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",28,"CHINA",26,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"MALAYSIA",29,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",22,"JAPAN",52,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",14,"MYANMAR",13,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",11,"SINGAPORE",13,0,"",44
"EPX","Travel Agency","Online","Cancellation Plan","No",25,"UNITED STATES",17,0,"",51
"EPX","Travel Agency","Online","Cancellation Plan","No",14,"MALAYSIA",11,0,"",52
"EPX","Travel Agency","Online","Cancellation Plan","No",12,"SINGAPORE",80,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",7,"INDONESIA",13,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",16,"SINGAPORE",24,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"SINGAPORE",43,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",121,"CHINA",10,0,"",45
"EPX","Travel Agency","Online","Cancellation Plan","No",63,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"UNITED STATES",80,0,"",44
"EPX","Travel Agency","Online","Cancellation Plan","No",14,"GERMANY",71,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",57,"PHILIPPINES",19,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",145,"UNITED STATES",55,0,"",38
"EPX","Travel Agency","Online","Cancellation Plan","No",108,"HONG KONG",11,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",69,"ITALY",55,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",25,"AUSTRALIA",17,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"INDONESIA",12,0,"",28
"EPX","Travel Agency","Online","Cancellation Plan","No",73,"CHINA",20,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",61,"MALAYSIA",20,0,"",24
"JWT","Airlines","Online","Value Plan","No",34,"INDIA",31,12.4,"F",118
"SSI","Airlines","Online","Ticket Protector","No",21,"SINGAPORE",10.53,2.95,"",48
"JZI","Airlines","Online","Basic Plan","No",40,"HONG KONG",35,12.25,"M",53
"JZI","Airlines","Online","Basic Plan","No",9,"HONG KONG",22,7.7,"M",58
"JZI","Airlines","Online","Basic Plan","No",8,"THAILAND",18,6.3,"M",47
"JZI","Airlines","Online","Value Plan","No",31,"KOREA, REPUBLIC OF",69,24.15,"F",33
"ADM","Travel Agency","Online","Premier Plan","No",20,"FRANCE",86,32.68,"M",22
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",8,"MALAYSIA",29.7,17.82,"",59
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",6,"NEW ZEALAND",29.7,17.82,"",51
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",45,"MALAYSIA",19.8,11.88,"",62
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",29,"UNITED STATES",237.6,142.56,"",44
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",13,"UNITED STATES",39.6,23.76,"",53
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",3,"MALAYSIA",19.8,11.88,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",109,"FRANCE",68,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",55,"SPAIN",91,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",109,"FRANCE",68,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",78,"JAPAN",0,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",39,"HONG KONG",30,0,"",34
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"PHILIPPINES",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",16,"PHILIPPINES",50,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",76,"SOUTH AFRICA",70,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",14,"MYANMAR",20,0,"",49
"EPX","Travel Agency","Online","Cancellation Plan","No",9,"HONG KONG",16,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",41,"SINGAPORE",0,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",14,"HONG KONG",14,0,"",46
"EPX","Travel Agency","Online","Cancellation Plan","No",13,"CHILE",80,0,"",38
"EPX","Travel Agency","Online","Cancellation Plan","No",72,"SINGAPORE",16,0,"",44
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",22,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",101,"PHILIPPINES",20,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",67,"ITALY",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",78,"THAILAND",10,0,"",63
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"CAMBODIA",15,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",9,"INDIA",33,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",28,"MYANMAR",12,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"KOREA, REPUBLIC OF",21,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",71,"CANADA",27,0,"",35
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",3,"INDONESIA",20,0,"",36
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",89,"INDIA",20,0,"",36
"JWT","Airlines","Online","Value Plan","No",149,"INDIA",62,24.8,"M",118
"JZI","Airlines","Online","Basic Plan","No",10,"CHINA",26,9.1,"M",53
"JZI","Airlines","Online","Basic Plan","No",68,"JAPAN",26,9.1,"M",58
"JZI","Airlines","Online","Basic Plan","No",106,"HONG KONG",26,9.1,"F",30
"JZI","Airlines","Online","Basic Plan","No",43,"INDIA",35,12.25,"F",37
"JZI","Airlines","Online","Basic Plan","No",73,"PHILIPPINES",22,7.7,"M",63
"JZI","Airlines","Online","Value Plan","No",141,"CANADA",183,64.05,"F",46
"C2B","Airlines","Online","Bronze Plan","No",12,"SINGAPORE",94,23.5,"M",37
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",3,"CHINA",0,11.88,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",21,"FINLAND",0,65.34,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",15,"JAPAN",39.6,23.76,"",60
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",7,"UNITED STATES",0,17.82,"",49
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","Yes",69,"UNITED KINGDOM",69.3,41.58,"",40
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",21,"AUSTRALIA",0,23.76,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",73,"THAILAND",49.5,29.7,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",83,"AUSTRALIA",69.3,41.58,"",33
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",60,"UNITED STATES",49.5,29.7,"",39
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",21,"AUSTRALIA",39.6,23.76,"",57
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",30,"AUSTRALIA",69.3,41.58,"",31
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",14,"CAMBODIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",53,"TAIWAN, PROVINCE OF CHINA",34,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",113,"KOREA, REPUBLIC OF",36,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",56,"JAPAN",112,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",137,"UNITED STATES",54,0,"",41
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",15,"INDONESIA",20,0,"",57
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",15,"VIET NAM",20,0,"",37
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",65,"THAILAND",30,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",123,"PHILIPPINES",30,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",15,"INDIA",34,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",15,"VIET NAM",20,0,"",59
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",65,"UNITED STATES",109,0,"",64
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",15,"MALAYSIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",56,"THAILAND",31,0,"",43
"EPX","Travel Agency","Online","Cancellation Plan","No",230,"MALAYSIA",39,0,"",27
"EPX","Travel Agency","Online","Cancellation Plan","No",37,"HONG KONG",13,0,"",45
"EPX","Travel Agency","Online","Cancellation Plan","No",35,"THAILAND",13,0,"",51
"EPX","Travel Agency","Online","Cancellation Plan","No",230,"MALAYSIA",39,0,"",19
"EPX","Travel Agency","Online","Cancellation Plan","No",1,"VIET NAM",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",7,"MALAYSIA",11,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",56,"CHINA",26,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"PHILIPPINES",10,0,"",55
"EPX","Travel Agency","Online","Cancellation Plan","No",167,"MONGOLIA",45,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",72,"INDONESIA",11,0,"",28
"EPX","Travel Agency","Online","Cancellation Plan","No",53,"INDONESIA",18,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"CHINA",23,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"SINGAPORE",11,0,"",36
"RAB","Airlines","Online","Value Plan","No",10,"BRUNEI DARUSSALAM",15,6,"M",53
"SSI","Airlines","Online","Ticket Protector","No",5,"SINGAPORE",5.08,1.43,"",48
"SSI","Airlines","Online","Ticket Protector","No",68,"SINGAPORE",4.9,1.37,"",48
"JZI","Airlines","Online","Basic Plan","No",34,"CHINA",26,9.1,"M",76
"JZI","Airlines","Online","Basic Plan","No",9,"HONG KONG",26,9.1,"M",48
"C2B","Airlines","Online","Bronze Plan","Yes",33,"SINGAPORE",35.25,8.81,"F",20
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",1,"UNITED STATES",9.9,5.94,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",2,"MALAYSIA",9.9,5.94,"",47
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",78,"ITALY",108.9,65.34,"",46
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","Yes",68,"FRANCE",148.5,89.1,"",33
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"SINGAPORE",20,0,"",32
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",236,"UNITED KINGDOM",85,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",33,"THAILAND",28,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",119,"TAIWAN, PROVINCE OF CHINA",46,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",41,"INDONESIA",20,0,"",41
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",30,"VIET NAM",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",13,"INDONESIA",32,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",55,"HONG KONG",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","Yes",48,"INDIA",21,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",20,"SINGAPORE",26,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",6,"MALAYSIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",125,"SINGAPORE",20,0,"",37
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",8,"TAIWAN, PROVINCE OF CHINA",35,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",36,"MALAYSIA",20,0,"",37
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",53,"SRI LANKA",41,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",66,"KOREA, REPUBLIC OF",52,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",13,"MALAYSIA",20,0,"",28
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",34,"MALAYSIA",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",56,"THAILAND",20,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",9,"TAIWAN, PROVINCE OF CHINA",37,0,"",36
"EPX","Travel Agency","Online","2 way Comprehensive Plan","No",38,"CHINA",21,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",199,"INDIA",14,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"THAILAND",10,0,"",68
"EPX","Travel Agency","Online","Cancellation Plan","No",25,"POLAND",34,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"INDIA",26,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",4,"SINGAPORE",13,0,"",48
"EPX","Travel Agency","Online","Cancellation Plan","No",2,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",21,"UNITED STATES",80,0,"",46
"EPX","Travel Agency","Online","Cancellation Plan","No",30,"KOREA, REPUBLIC OF",24,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",3,"MALAYSIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",24,"MALAYSIA",10,0,"",38
"EPX","Travel Agency","Online","Cancellation Plan","No",30,"MALAYSIA",10,0,"",29
"EPX","Travel Agency","Online","Cancellation Plan","No",44,"NEW ZEALAND",57,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",40,"UNITED KINGDOM",73,0,"",21
"EPX","Travel Agency","Online","Cancellation Plan","No",82,"PHILIPPINES",10,0,"",34
"EPX","Travel Agency","Online","Cancellation Plan","No",8,"CAMBODIA",10,0,"",21
"EPX","Travel Agency","Online","Cancellation Plan","No",86,"JAPAN",47,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"INDONESIA",39,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"INDONESIA",39,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",56,"PHILIPPINES",11,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",6,"CHINA",66,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",43,"INDONESIA",10,0,"",59
"EPX","Travel Agency","Online","Cancellation Plan","No",15,"INDONESIA",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"SINGAPORE",10,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",18,"CHINA",34,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",19,"MACAO",25,0,"",38
"EPX","Travel Agency","Online","Cancellation Plan","No",16,"FRANCE",37,0,"",36
"EPX","Travel Agency","Online","Cancellation Plan","No",35,"CANADA",72,0,"",30
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",17,"SINGAPORE",20,0,"",34
"EPX","Travel Agency","Online","1 way Comprehensive Plan","No",21,"TAIWAN, PROVINCE OF CHINA",20,0,"",65
"SSI","Airlines","Online","Ticket Protector","No",5,"SINGAPORE",1.13,0.32,"",48
"SSI","Airlines","Online","Ticket Protector","No",5,"SINGAPORE",14.35,4.02,"",48
"JZI","Airlines","Online","Basic Plan","No",52,"CHINA",26,9.1,"M",50
"JZI","Airlines","Online","Basic Plan","No",55,"INDONESIA",37,12.95,"F",34
"JZI","Airlines","Online","Basic Plan","No",76,"THAILAND",22,7.7,"F",40
"JZI","Airlines","Online","Basic Plan","No",11,"TAIWAN, PROVINCE OF CHINA",22,7.7,"M",43
"JZI","Airlines","Online","Basic Plan","No",22,"CHINA",26,9.1,"M",37
"JZI","Airlines","Online","Basic Plan","No",34,"THAILAND",22,7.7,"M",35
"JZI","Airlines","Online","Basic Plan","No",19,"THAILAND",22,7.7,"M",52
"JZI","Airlines","Online","Basic Plan","No",11,"HONG KONG",26,9.1,"M",49
"JZI","Airlines","Online","Basic Plan","No",24,"INDONESIA",18,6.3,"F",57
"JZI","Airlines","Online","Basic Plan","No",9,"CHINA",26,9.1,"M",29
"JZI","Airlines","Online","Basic Plan","No",1,"INDONESIA",18,6.3,"F",41
"CSR","Travel Agency","Offline","Comprehensive Plan","No",27,"MALAYSIA",29,9.57,"F",77
"C2B","Airlines","Online","Bronze Plan","No",6,"SINGAPORE",20.25,5.06,"M",27
"C2B","Airlines","Online","Bronze Plan","No",5,"SINGAPORE",20.25,5.06,"F",30
"C2B","Airlines","Online","Silver Plan","No",5,"SINGAPORE",36.75,9.19,"M",44
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",17,"AUSTRALIA",59.4,35.64,"",37
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",68,"THAILAND",29.7,17.82,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",11,"AUSTRALIA",89.1,53.46,"",57
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",51,"ISRAEL",128.7,77.22,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",19,"UNITED STATES",0,17.82,"",44
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",33,"SPAIN",79.2,47.52,"",37
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",1,"UNITED KINGDOM",19.8,11.88,"",31
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",23,"AUSTRALIA",69.3,41.58,"",47
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",102,"AUSTRALIA",79.2,47.52,"",35
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",103,"UNITED STATES",39.6,23.76,"",35
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",103,"UNITED STATES",39.6,23.76,"",35
"CWT","Travel Agency","Online","Rental Vehicle Excess Insurance","No",12,"AUSTRALIA",0,23.76,"",36
